id,title,category,tier_num,tier_name,status,status_full,correct_answer,source_file
IM-0238,The Gravity Well,The Locked Room,3,RUPTURE,KS,Known-Solution,TAPE BOTTLES TOGETHER TO BUILD A SPIRAL STAIRCASE STRUCTURE WEDGED AGAINST THE SILO WALLS,scenarios/tier_3_rupture/IM-0238.md
IM-0239,The Domino Surgeon,The Cascade,3,RUPTURE,CT,Contested,SEQUENTIAL PARTIAL TREATMENT WITH METABOLIC WINDOW EXPLOITATION,scenarios/tier_3_rupture/IM-0239.md
IM-0240,The Burning Deck,The Ticking Trade,3,RUPTURE,KS,Known-Solution,"USE THE BALLAST SYSTEM TO LIST THE SHIP, DIRECTING THE FIRE OVERBOARD",scenarios/tier_3_rupture/IM-0240.md
IM-0241,The Perpetual Fountain,The Ghost Machine,3,RUPTURE,PX,Paradox,PROVE IMPOSSIBILITY BY ENERGY BUDGET ANALYSIS -- IDENTIFY MINIMUM POWER REQUIREMENT AND SHOW NO VISIBLE SOURCE MEETS IT,scenarios/tier_3_rupture/IM-0241.md
IM-0242,The Ice Forge,The Last Ingredient,3,RUPTURE,KS,Known-Solution,CREATE PYKRETE (FROZEN WATER-FIBER COMPOSITE) FROM TORN FABRIC AND WATER TO BRACE THE MINE SHAFT,scenarios/tier_3_rupture/IM-0242.md
IM-0243,The Cipher Garden,The Memory Palace,3,RUPTURE,KS,Known-Solution,READ THE NUMBER OF STONES IN EACH GROUP IN THE GARDEN'S INTENDED VIEWING ORDER USING TRADITIONAL JAPANESE GARDEN NUMEROLOGY (3-5-7 ARRANGEMENTS),scenarios/tier_3_rupture/IM-0243.md
IM-0244,The Thread Bridge,The Wrong Toolbox,3,RUPTURE,KS,Known-Solution,WIND 200+ PARALLEL THREADS ACROSS THE GAP TO CREATE A LOAD-BEARING WEB,scenarios/tier_3_rupture/IM-0244.md
IM-0245,The Drum Talk,The Babel Problem,3,RUPTURE,KS,Known-Solution,USE RHYTHMIC BEATS MAPPED TO CLOCK NUMBERS AS A SHARED REFERENCE TO COORDINATE ACTIONS,scenarios/tier_3_rupture/IM-0245.md
IM-0246,The Honor System,The Invisible Wall,3,RUPTURE,MT,Metamorphic,"WALK OUT THE DOOR -- THE ""CONSTRAINT"" IS A SIGN, NOT A PHYSICAL BARRIER",scenarios/tier_3_rupture/IM-0246.md
IM-0247,The Oasis Effect,The Misdirection,3,RUPTURE,KS,Known-Solution,IGNORE THE APPARENT OASIS (TOXIC OLEANDER ON A SALT FLAT MIRAGE) AND DIG FOR GROUNDWATER IN THE DRY STREAMBED 200M AWAY,scenarios/tier_3_rupture/IM-0247.md
IM-0248,The Rust Cascade,The Cascade,3,RUPTURE,KS,Known-Solution,"TEMPORARILY REINFORCE MEMBER C, THEN REPAIR A, THEN B, THEN C",scenarios/tier_3_rupture/IM-0248.md
IM-0249,The Dust Mite's Dilemma,The Lilliput Conundrum,3,RUPTURE,CT,Contested,CONTESTED -- both humidity-gradient and chemical-trail navigation strategies have supporting evidence; neither is definitively superior,scenarios/tier_3_rupture/IM-0249.md
IM-0250,The Knot Language,The Memory Palace,3,RUPTURE,KS,Known-Solution,"The message encodes the number 1,327 and the category ""LIVESTOCK""",scenarios/tier_3_rupture/IM-0250.md
IM-0251,The Blind Spot,The Misdirection,3,RUPTURE,KS,Known-Solution,MOVE BELOW THE MOTION DETECTION THRESHOLD (< 2 CM/SEC) TO REMAIN INVISIBLE TO THE CAMERA SYSTEM,scenarios/tier_3_rupture/IM-0251.md
IM-0252,The Seawater Cell,The Last Ingredient,3,RUPTURE,KS,Known-Solution,USE GRAVITY-DRIVEN REVERSE OSMOSIS BY RUNNING A TUBE FROM A HIGH-ELEVATION RESERVOIR DOWN 300M THROUGH THE RO MEMBRANE,scenarios/tier_3_rupture/IM-0252.md
IM-0253,The Storm Cellar,The Locked Room,3,RUPTURE,PX,Paradox,IMPOSSIBLE -- ESCAPE IS NOT PHYSICALLY ACHIEVABLE WITH THE AVAILABLE MATERIALS AND CONSTRAINTS,scenarios/tier_3_rupture/IM-0253.md
IM-0254,The Silk Rope,The Wrong Toolbox,3,RUPTURE,KS,Known-Solution,"TWIST AND BRAID THE SILK SCARVES INTO A ROPE CAPABLE OF SUPPORTING BODY WEIGHT, THEN DESCEND 10M",scenarios/tier_3_rupture/IM-0254.md
IM-0255,The Surgeon's Choice,The Ticking Trade,3,RUPTURE,MT,Metamorphic,TELEMEDICINE CONSULTATION -- SPECIALIST GUIDES LOCAL SURGEON REMOTELY,scenarios/tier_3_rupture/IM-0255.md
IM-0256,The Gravity Lamp,The Ghost Machine,3,RUPTURE,KS,Known-Solution,THE MARBLE PEDESTAL CONTAINS A STIRLING ENGINE POWERED BY THE ROOM-TO-MARBLE TEMPERATURE DIFFERENTIAL,scenarios/tier_3_rupture/IM-0256.md
IM-0257,The Waiting Room,The Invisible Wall,3,RUPTURE,KS,Known-Solution,PULL THE FIRE ALARM TO TRIGGER AUTOMATIC DOOR RELEASE PER FIRE CODE,scenarios/tier_3_rupture/IM-0257.md
IM-0258,The Braille Map,The Babel Problem,3,RUPTURE,KS,Known-Solution,USE CLOCK-POSITION DIRECTIONS AND STEP COUNTING TO CREATE A SHARED SPATIAL REFERENCE FRAME,scenarios/tier_3_rupture/IM-0258.md
IM-0259,The Bacterium's Bridge,The Lilliput Conundrum,3,RUPTURE,KS,Known-Solution,USE CHEMOTAXIS TO PROVIDE DIRECTIONALITY ON TOP OF BROWNIAN MOTION FOR NET DISPLACEMENT ACROSS THE GAP,scenarios/tier_3_rupture/IM-0259.md
IM-0260,The Domino Bridge,The Cascade,3,RUPTURE,KS,Known-Solution,"REINFORCE SUPPORT C (CABLE ANCHORS) FIRST, THEN BRACE SUPPORT B, THEN REPAIR SUPPORT A UNDER REDUCED LOAD",scenarios/tier_3_rupture/IM-0260.md
IM-0261,The Double Bind,The Ticking Trade,3,RUPTURE,KS,Known-Solution,EVACUATE THE CHILDREN -- THE BLUEPRINTS EXIST DIGITALLY AT CITY HALL AND ARE NOT TRULY UNIQUE,scenarios/tier_3_rupture/IM-0261.md
IM-0262,The Sewer Escape,The Locked Room,3,RUPTURE,KS,Known-Solution,"USE THE TIRE AS A FLOTATION DEVICE -- AS THE WATER RISES, IT LIFTS YOU TO THE LEVEL OF THE GRATE, WHERE YOU CAN PUSH IT OPEN FROM BELOW WITH THE RISING FLOOD PRESSURE ASSISTING",scenarios/tier_3_rupture/IM-0262.md
IM-0263,The Fabric Boat,The Wrong Toolbox,3,RUPTURE,KS,Known-Solution,"CONSTRUCT A CORACLE -- BEND WOODEN POLES INTO A CIRCULAR FRAME, STRETCH THE CANVAS TARP OVER IT, AND TIE TIGHTLY TO CREATE A WATERPROOF BOWL-SHAPED BOAT",scenarios/tier_3_rupture/IM-0263.md
IM-0264,The Decibel Trap,The Misdirection,3,RUPTURE,KS,Known-Solution,"STUFF COTTON BALLS INTO SHOES FOR SOUND DAMPENING AND MOVE ALONG THE WEST WALL TO MAXIMIZE DISTANCE FROM THE EAST-WALL MICROPHONE, EXPLOITING THE INVERSE SQUARE LAW",scenarios/tier_3_rupture/IM-0264.md
IM-0265,The Shadow Clock,The Babel Problem,3,RUPTURE,KS,Known-Solution,USE SHADOW LENGTH AS A SHARED SOLAR CLOCK,scenarios/tier_3_rupture/IM-0265.md
IM-0266,The Drinking Bird,The Ghost Machine,3,RUPTURE,KS,Known-Solution,"IT IS A HEAT ENGINE POWERED BY AMBIENT THERMAL ENERGY AND EVAPORATIVE COOLING, NOT A PERPETUAL MOTION MACHINE",scenarios/tier_3_rupture/IM-0266.md
IM-0267,The Bureaucratic Fire,The Invisible Wall,3,RUPTURE,PX,Paradox,THE PROTOCOL CANNOT BE COMPLETED AS SPECIFIED -- DECLARE A PROTOCOL OVERRIDE,scenarios/tier_3_rupture/IM-0267.md
IM-0268,The Pendulum Cipher,The Memory Palace,3,RUPTURE,KS,Known-Solution,DECODE THE PENDULUM LENGTH VARIATIONS AS A MESSAGE USING PERIOD-TO-LETTER MAPPING,scenarios/tier_3_rupture/IM-0268.md
IM-0269,The Water Bear's Refuge,The Lilliput Conundrum,3,RUPTURE,KS,Known-Solution,ENTER CRYPTOBIOSIS VIA TUN FORMATION -- REPLACE CELLULAR WATER WITH TREHALOSE AND CURL INTO A DESICCATION-RESISTANT BALL,scenarios/tier_3_rupture/IM-0269.md
IM-0270,The Amoeba's Fortress,The Lilliput Conundrum,3,RUPTURE,KS,Known-Solution,CONSTRUCT A TEST (SHELL) FROM GATHERED MINERAL PARTICLES BOUND WITH SECRETED MUCOPOLYSACCHARIDE CEMENT,scenarios/tier_3_rupture/IM-0270.md
IM-0271,The Root Cellar,The Locked Room,3,RUPTURE,KS,Known-Solution,DIG THROUGH THE SOIL WALL TO ESCAPE AT GROUND LEVEL,scenarios/tier_3_rupture/IM-0271.md
IM-0272,The Kelp Bridge,The Wrong Toolbox,3,RUPTURE,KS,Known-Solution,LASH DRIFTWOOD LOGS TOGETHER WITH BRAIDED KELP TO CREATE A PONTOON BRIDGE,scenarios/tier_3_rupture/IM-0272.md
IM-0273,The Harmonic Bridge,The Cascade,3,RUPTURE,KS,Known-Solution,"STOP PEDESTRIANS FIRST (REMOVE DRIVING FORCE), THEN ADD DAMPING (REDUCE RESIDUAL OSCILLATION), THEN ADJUST MASS (LONG-TERM FREQUENCY SHIFT)",scenarios/tier_3_rupture/IM-0273.md
IM-0274,The Underwater Morse,The Babel Problem,3,RUPTURE,KS,Known-Solution,TAP ON YOUR METAL TANK WITH A METAL TOOL TO COMMUNICATE USING PERCUSSIVE SOUND SIGNALS,scenarios/tier_3_rupture/IM-0274.md
IM-0275,The Phantom Odor,The Misdirection,3,RUPTURE,KS,Known-Solution,"GO UP, NOT AWAY FROM THE SMELL -- THE ACTUAL GAS RISES WHILE THE ODORANT SINKS",scenarios/tier_3_rupture/IM-0275.md
IM-0276,The Thermohaline Fix,The Cascade,3,RUPTURE,CT,Contested,CONTESTED -- TWO VALID STRATEGIES WITH TRADE-OFFS; TEMPERATURE-FIRST IS GENERALLY PREFERRED BUT MARINE BIOLOGISTS DISAGREE,scenarios/tier_3_rupture/IM-0276.md
IM-0277,The Social Lock,The Invisible Wall,3,RUPTURE,MT,Metamorphic,USE THE LEGITIMATE SYSTEM -- CALL THE PERSON YOU ARE VISITING AND HAVE THEM ADD YOUR NAME OR COME DOWN TO MEET YOU,scenarios/tier_3_rupture/IM-0277.md
IM-0278,The Sacrifice Play,The Ticking Trade,3,RUPTURE,KS,Known-Solution,FIND AND ACTIVATE THE FUSE PLUG,scenarios/tier_3_rupture/IM-0278.md
IM-0279,The Altitude Lie,The Misdirection,3,RUPTURE,KS,Known-Solution,DO NOT DESCEND -- REST AND HYDRATE,scenarios/tier_3_rupture/IM-0279.md
IM-0280,The Drumbeat Census,The Babel Problem,3,RUPTURE,KS,Known-Solution,USE TIMED DRUM PATTERNS AS UNIQUE IDENTIFIERS,scenarios/tier_3_rupture/IM-0280.md
IM-0281,The Grain Silo,The Locked Room,3,RUPTURE,KS,Known-Solution,FILL GRAIN SACKS AND STACK THEM AS STEPS TO REACH THE LADDER,scenarios/tier_3_rupture/IM-0281.md
IM-0282,The Seaweed Bandage,The Wrong Toolbox,3,RUPTURE,KS,Known-Solution,APPLY FRESH KELP DIRECTLY TO THE WOUND AS A HEMOSTATIC DRESSING,scenarios/tier_3_rupture/IM-0282.md
IM-0283,The Moth to Flame,The Misdirection,3,RUPTURE,KS,Known-Solution,IGNORE THE BRIGHT BEACON AND HEAD TOWARD THE FAINT GLOW STICK IN THE OPPOSITE DIRECTION,scenarios/tier_3_rupture/IM-0283.md
IM-0284,The Bubble Elevator,The Lilliput Conundrum,3,RUPTURE,KS,Known-Solution,ATTACH YOURSELF TO A RISING AIR BUBBLE,scenarios/tier_3_rupture/IM-0284.md
IM-0285,The Turbine Triage,The Cascade,3,RUPTURE,KS,Known-Solution,"DISCONNECT THE YAW MOTOR PUMP AND REPLUMB IT TO THE PITCH HYDRAULIC SYSTEM. REGAIN PITCH CONTROL, REDUCE BLADE SPEED, THEN APPLY THE WORN BRAKE AT LOWER RPM.",scenarios/tier_3_rupture/IM-0285.md
IM-0286,The Triage Triangle,The Ticking Trade,3,RUPTURE,PX,Paradox,PROVE IMPOSSIBILITY -- THREE PATIENTS CANNOT ALL BE SAVED. SAVE TWO. CHOOSE OPTIMALLY.,scenarios/tier_3_rupture/IM-0286.md
IM-0287,The Pitch Drop,The Ghost Machine,3,RUPTURE,KS,Known-Solution,"THE BLOCK IS PITCH (BITUMEN), AN EXTREMELY VISCOUS LIQUID THAT APPEARS SOLID BUT FLOWS IMPERCEPTIBLY SLOWLY. IT IS POURING, NOT MELTING.",scenarios/tier_3_rupture/IM-0287.md
IM-0288,The Lichen Calendar,The Memory Palace,3,RUPTURE,KS,Known-Solution,COUNT THE LICHEN GROWTH RINGS TO DATE THE BOULDER'S EXPOSURE. USE THE EXPOSURE DATE PLUS SEASONAL LANDSLIDE PATTERNS TO DETERMINE SAFE PASSAGE TIMING.,scenarios/tier_3_rupture/IM-0288.md
IM-0289,The Prisoner's Tap,The Babel Problem,3,RUPTURE,KS,Known-Solution,"USE THE TAP CODE -- A 5x5 GRID CIPHER WHERE EACH LETTER IS ENCODED AS TWO GROUPS OF TAPS (ROW NUMBER, THEN COLUMN NUMBER).",scenarios/tier_3_rupture/IM-0289.md
IM-0290,The Migration Map,The Memory Palace,3,RUPTURE,KS,Known-Solution,"READ THE FIRST LETTERS OF BIRD SPECIES NAMES IN ORDER OF THEIR SPRING MIGRATION SEQUENCE (SOUTH TO NORTH) TO SPELL ""CEDAR BLUFF""",scenarios/tier_3_rupture/IM-0290.md
IM-0291,The Root Passage,The Locked Room,3,RUPTURE,KS,Known-Solution,FOLLOW THE AIR CURRENT TO FIND A SECONDARY EXIT,scenarios/tier_3_rupture/IM-0291.md
IM-0292,The Leidenfrost Float,The Ghost Machine,3,RUPTURE,KS,Known-Solution,THE LEIDENFROST EFFECT -- A VAPOR LAYER INSULATES THE DROP FROM THE SURFACE,scenarios/tier_3_rupture/IM-0292.md
IM-0293,The Spider Silk Suture,The Last Ingredient,3,RUPTURE,KS,Known-Solution,USE SPIDER SILK AS SUTURE MATERIAL,scenarios/tier_3_rupture/IM-0293.md
IM-0294,The Server Cascade,The Cascade,3,RUPTURE,CT,Contested,CONTESTED -- two expert-supported strategies disagree on optimal intervention sequence,scenarios/tier_3_rupture/IM-0294.md
IM-0295,The Boiler Escape,The Locked Room,3,RUPTURE,KS,Known-Solution,CLIMB THE VENTILATION TRUNK TO THE WEATHER DECK,scenarios/tier_3_rupture/IM-0295.md
IM-0296,The Parallax Error,The Misdirection,3,RUPTURE,KS,Known-Solution,APPLY PARALLAX CORRECTION -- AIM 5CM ABOVE (OR DETACH THE SCOPE AND AIM THE LASER DIRECTLY),scenarios/tier_3_rupture/IM-0296.md
IM-0297,The Molecular Sieve,The Lilliput Conundrum,3,RUPTURE,KS,Known-Solution,USE A ZEOLITE STRUCTURE WITH 0.5nm PORE OPENINGS TO GEOMETRICALLY EXCLUDE THE LARGER MOLECULES,scenarios/tier_3_rupture/IM-0297.md
IM-0298,The Patent Barrier,The Invisible Wall,3,RUPTURE,KS,Known-Solution,INVOKE COMPULSORY LICENSING FOR PUBLIC HEALTH EMERGENCY AND/OR WAIT FOR THE IMMINENT PATENT EXPIRATION (19 OF 20 YEARS ELAPSED),scenarios/tier_3_rupture/IM-0298.md
IM-0299,The Bark Canoe,The Wrong Toolbox,3,RUPTURE,KS,Known-Solution,"BUILD A BIRCH BARK CANOE -- PEEL BARK SHEETS, SHAPE OVER BENT SAPLING FRAME, SEAL SEAMS WITH HEATED PINE PITCH",scenarios/tier_3_rupture/IM-0299.md
IM-0300,The Heat Sink Cascade,The Cascade,3,RUPTURE,KS,Known-Solution,"REFILL COOLANT RESERVOIR FIRST, THEN INCREASE FAN SPEED GRADUALLY, THEN ADJUST FLOW RATES",scenarios/tier_3_rupture/IM-0300.md
IM-0301,The Ring Pattern,The Memory Palace,3,RUPTURE,KS,Known-Solution,"DECODE THE GROWTH RING SEQUENCE VIA DENDROCHRONOLOGY TO IDENTIFY THE PLANTING DATE, WHICH CORRESPONDS TO A HISTORICAL EVENT THAT REVEALS THE CACHE LOCATION",scenarios/tier_3_rupture/IM-0301.md
IM-0302,The Mirrored Exit,The Misdirection,3,RUPTURE,KS,Known-Solution,THE EXIT IS BEHIND THE MIRROR -- PUSH THE MIRROR PANEL OPEN,scenarios/tier_3_rupture/IM-0302.md
IM-0303,The Body Language,The Babel Problem,3,RUPTURE,KS,Known-Solution,"USE MEDICAL ALERT BRACELET, UNIVERSAL VISUAL SYMBOLS, AND GESTURAL COMMUNICATION",scenarios/tier_3_rupture/IM-0303.md
IM-0304,The Resonance Detector,The Ghost Machine,3,RUPTURE,KS,Known-Solution,THE GLASS VIBRATES DUE TO ACOUSTIC RESONANCE AT ITS NATURAL FREQUENCY,scenarios/tier_3_rupture/IM-0304.md
IM-0305,The Time Lock,The Invisible Wall,3,RUPTURE,KS,Known-Solution,ADVANCE THE VAULT CLOCK FORWARD 5 MINUTES TO TRIGGER THE TIME LOCK RELEASE,scenarios/tier_3_rupture/IM-0305.md
IM-0306,The Tooth Marks,The Memory Palace,3,RUPTURE,KS,Known-Solution,READ THE TOOTH MARKS AS ECOLOGICAL TIMESTAMPS TO RECONSTRUCT A CHRONOLOGICAL SEQUENCE OF EVENTS,scenarios/tier_3_rupture/IM-0306.md
IM-0307,The Echo Delay,The Misdirection,3,RUPTURE,KS,Known-Solution,THE SOUND CAME FROM THE WEST -- THE EASTERN CLIFF REFLECTED THE ECHO THAT EVERYONE HEARD AS THE PRIMARY SOUND,scenarios/tier_3_rupture/IM-0307.md
IM-0308,The Magnetic Bacterium,The Lilliput Conundrum,3,RUPTURE,KS,Known-Solution,USE MAGNETOTAXIS -- FOLLOW EARTH'S MAGNETIC FIELD LINES TO THE OXIC-ANOXIC INTERFACE,scenarios/tier_3_rupture/IM-0308.md
IM-0309,The Defibrillator's Choice,The Ticking Trade,3,RUPTURE,MT,Metamorphic,"SHOCK PATIENT A, WAIT FOR CAPACITOR RECHARGE, SHOCK PATIENT B -- SAVE BOTH",scenarios/tier_3_rupture/IM-0309.md
IM-0310,The Polaris Deception,The Misdirection,3,RUPTURE,KS,Known-Solution,"USE THE SOUTHERN CROSS (CRUX) TO FIND CELESTIAL SOUTH, THEN NAVIGATE ACCORDINGLY",scenarios/tier_3_rupture/IM-0310.md
IM-0311,The Charcoal Water,The Wrong Toolbox,3,RUPTURE,KS,Known-Solution,"BUILD A MULTI-LAYER BIOCHAR ADSORPTION FILTER USING CHARCOAL, SAND, CLAY, AND CLOTH TO REMOVE HEAVY METALS FROM CONTAMINATED WATER",scenarios/tier_3_rupture/IM-0311.md
IM-0312,The Coral Cascade,The Cascade,3,RUPTURE,CT,Contested,"CONTESTED -- BOTH ""REMOVE ALGAE FIRST"" AND ""INTRODUCE HERBIVOROUS FISH FIRST"" HAVE SCIENTIFIC SUPPORT. THE OPTIMAL INTERVENTION DEPENDS ON CONTEXT-SPECIFIC FACTORS.",scenarios/tier_3_rupture/IM-0312.md
IM-0313,The Siren Timer,The Ticking Trade,3,RUPTURE,KS,Known-Solution,SILENCE THE ALARM AND ANNOUNCE EVACUATION OVER THE PA SYSTEM,scenarios/tier_3_rupture/IM-0313.md
IM-0314,The Curie Engine,The Ghost Machine,3,RUPTURE,KS,Known-Solution,"CURIE ENGINE -- ENERGY COMES FROM THE HEAT SOURCE, NOT FROM NOTHING",scenarios/tier_3_rupture/IM-0314.md
IM-0315,The Coal Mine,The Locked Room,3,RUPTURE,KS,Known-Solution,FOLLOW THE MINE MAP TO THE VENTILATION SHAFT AND CLIMB THE MAINTENANCE LADDER,scenarios/tier_3_rupture/IM-0315.md
IM-0316,The Flint Hammer,The Wrong Toolbox,3,RUPTURE,KS,Known-Solution,KNAP FLINT TO CREATE A SHARP CUTTING EDGE AND CUT THE ROPE,scenarios/tier_3_rupture/IM-0316.md
IM-0317,The Solar Cascade,The Cascade,3,RUPTURE,KS,Known-Solution,"CLEAN THE PANELS FIRST -- DUST REMOVAL ADDRESSES BOTH THERMAL AND EFFICIENCY FAILURES SIMULTANEOUSLY, STABILIZING INVERTER AND GRID",scenarios/tier_3_rupture/IM-0317.md
IM-0318,The Resonance Bridge,The Babel Problem,3,RUPTURE,KS,Known-Solution,COMMUNICATE BY STRIKING THE SHARED STEEL BEAM -- USE TAP CODES TRANSMITTED THROUGH STRUCTURAL VIBRATION,scenarios/tier_3_rupture/IM-0318.md
IM-0319,The Flashover Point,The Ticking Trade,3,RUPTURE,KS,Known-Solution,VENTILATE THE ROOM BY BREAKING THE WINDOW TO PREVENT FLASHOVER AND ENABLE EVACUATION,scenarios/tier_3_rupture/IM-0319.md
IM-0320,The Echo Location,The Misdirection,3,RUPTURE,KS,Known-Solution,"FOLLOW AIR MOVEMENT (BREEZE), NOT SOUND -- THE RUSHING WATER LEADS TO AN IMPASSABLE SUBTERRANEAN CHANNEL",scenarios/tier_3_rupture/IM-0320.md
IM-0321,The Vine Bridge,The Wrong Toolbox,3,RUPTURE,KS,Known-Solution,WEAVE A LIVING-VINE BRIDGE,scenarios/tier_3_rupture/IM-0321.md
IM-0322,The Shadow Puppet,The Babel Problem,3,RUPTURE,KS,Known-Solution,USE UNIVERSAL BODY LANGUAGE AND GESTURAL SIGNALS,scenarios/tier_3_rupture/IM-0322.md
IM-0323,The Dam Decision,The Ticking Trade,3,RUPTURE,PX,Paradox,IMPOSSIBLE -- prove that fixed-channel constraints and insufficient total flow preclude satisfying all three villages simultaneously. Propose least-harm allocation.,scenarios/tier_3_rupture/IM-0323.md
IM-0324,The Mpemba Effect,The Ghost Machine,3,RUPTURE,KS,Known-Solution,"EXPLAIN THE MPEMBA EFFECT -- hot water freezes faster than cold water under specific conditions, through multiple contributing mechanisms",scenarios/tier_3_rupture/IM-0324.md
IM-0325,The Dance Signal,The Babel Problem,3,RUPTURE,KS,Known-Solution,WALK REPEATEDLY IN THE TARGET DIRECTION -- USE YOUR BODY AS THE ARROW,scenarios/tier_3_rupture/IM-0325.md
IM-0326,The Negative Sum,The Ticking Trade,3,RUPTURE,KS,Known-Solution,SIGNAL A CREDIBLE PRICE INCREASE TO BREAK THE DEATH SPIRAL,scenarios/tier_3_rupture/IM-0326.md
IM-0327,The Currency Cascade,The Cascade,3,RUPTURE,KS,Known-Solution,EXECUTE TRIANGULAR ARBITRAGE ACROSS ALL THREE PAIRS SIMULTANEOUSLY,scenarios/tier_3_rupture/IM-0327.md
IM-0328,The Regulatory Moat,The Invisible Wall,3,RUPTURE,KS,Known-Solution,ACQUIRE A DORMANT COMPANY WITH THE REQUIRED REGULATORY HISTORY OR ENTER VIA A REGULATORY SANDBOX,scenarios/tier_3_rupture/IM-0328.md
IM-0329,The Patent Troll,The Invisible Wall,3,RUPTURE,KS,Known-Solution,FILE AN INTER PARTES REVIEW (IPR) AND EXPLOIT THE TROLL'S FUNDING STRUCTURE,scenarios/tier_3_rupture/IM-0329.md
IM-0330,The Commodity Squeeze,The Locked Room,3,RUPTURE,KS,Known-Solution,VERTICAL INTEGRATION THROUGH A JOINT VENTURE OR MATERIAL SUBSTITUTION ENGINEERING,scenarios/tier_3_rupture/IM-0330.md
IM-0331,The Flash Crash,The Ghost Machine,3,RUPTURE,KS,Known-Solution,"ALGORITHMIC CASCADE THROUGH STOP-LOSS TRIGGERING, LIQUIDITY VACUUM, AND HUMAN-MEDIATED RECOVERY",scenarios/tier_3_rupture/IM-0331.md
IM-0332,The Power Grid,The Cascade,4,SINGULARITY,OF,Open-Frontier,SURVIVE 48 HOURS (optimal power allocation unknown),scenarios/tier_4_singularity/IM-0332.md
IM-0333,The Oxygen Farm,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,"No single verified solution. Evaluate on physical plausibility, completeness, and novelty.",scenarios/tier_4_singularity/IM-0333.md
IM-0334,The Radiation Shield,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,"No single verified solution. Evaluate on physical plausibility, novelty, and completeness.",scenarios/tier_4_singularity/IM-0334.md
IM-0335,The Heat Death,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,"OPEN FRONTIER -- NO SINGLE VERIFIED SOLUTION; EVALUATE FOR PLAUSIBILITY, NOVELTY, AND COMPLETENESS",scenarios/tier_4_singularity/IM-0335.md
IM-0336,The Glass Coffin,The Locked Room,4,SINGULARITY,KS,Known-Solution,"FRICTION-DRILL THROUGH ACRYLIC USING PEN TIP AS DRILL BIT AND SHOELACE AS BOW DRILL, THEN KICK OUT WEAKENED PANEL",scenarios/tier_4_singularity/IM-0336.md
IM-0337,The Feedback Loop,The Cascade,4,SINGULARITY,OF,Open-Frontier,OPEN FRONTIER -- No single verified solution exists for cascading oscillatory grid failures. Evaluate proposed stabilization approaches for plausibility.,scenarios/tier_4_singularity/IM-0337.md
IM-0338,The Droplet Computer,The Lilliput Conundrum,4,SINGULARITY,CT,Contested,CONTESTED -- Electrowetting vs. thermocapillary flow for microscale particle sorting. Both approaches have specific physics-based failure modes at the required scale.,scenarios/tier_4_singularity/IM-0338.md
IM-0339,The Blood Map,The Memory Palace,4,SINGULARITY,KS,Known-Solution,REVERSE-ENGINEER BLOOD SPATTER PHYSICS TO RECONSTRUCT THE SEQUENCE OF FIVE EVENTS,scenarios/tier_4_singularity/IM-0339.md
IM-0340,The Bone Wrench,The Wrong Toolbox,4,SINGULARITY,KS,Known-Solution,"USE A DRIED FEMUR AS A SOCKET WRENCH WITH WET RAWHIDE BINDING FOR GRIP, AND THE FEMUR SHAFT AS THE LEVER ARM",scenarios/tier_4_singularity/IM-0340.md
IM-0341,The Breathing Wall,The Ghost Machine,4,SINGULARITY,KS,Known-Solution,"HUMIDITY-DRIVEN CLAY EXPANSION IN LIMESTONE LAYERS, AMPLIFIED BY THE LEVER EFFECT OF STONE COURSES",scenarios/tier_4_singularity/IM-0341.md
IM-0342,The Solar Sail,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,"No single verified solution. Evaluate on orbital mechanics plausibility, completeness, and novelty.",scenarios/tier_4_singularity/IM-0342.md
IM-0343,The Carbon Copy,The Misdirection,4,SINGULARITY,MT,Metamorphic,NEITHER DOCUMENT IS THE ORIGINAL. BOTH ARE COPIES.,scenarios/tier_4_singularity/IM-0343.md
IM-0344,The Deaf Negotiator,The Babel Problem,4,SINGULARITY,KS,Known-Solution,COMMUNICATE THROUGH ENVIRONMENTAL REFERENTS AND DEMONSTRATED ACTIONS,scenarios/tier_4_singularity/IM-0344.md
IM-0345,The Hostage Clock,The Ticking Trade,4,SINGULARITY,KS,Known-Solution,"PROP THE VAULT DOOR OPEN WITH THE FIRE EXTINGUISHER, THEN ENTER SAFELY",scenarios/tier_4_singularity/IM-0345.md
IM-0346,The Antibiotic Frontier,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,"OPEN FRONTIER -- NO SINGLE CORRECT ANSWER. EVALUATE FOR MICROBIOLOGY PLAUSIBILITY, NOVELTY, AND COMPLETENESS.",scenarios/tier_4_singularity/IM-0346.md
IM-0347,The Snowflake Gear,The Lilliput Conundrum,4,SINGULARITY,OF,Open-Frontier,OPEN FRONTIER -- NO VERIFIED SOLUTION EXISTS,scenarios/tier_4_singularity/IM-0347.md
IM-0348,The Fossil Record,The Memory Palace,4,SINGULARITY,KS,Known-Solution,READ THE FIVE SEDIMENT LAYERS AS A CHRONOLOGICAL SEQUENCE RECONSTRUCTING AN ASTEROID IMPACT EVENT,scenarios/tier_4_singularity/IM-0348.md
